n,xm,ym,zm,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
74,2.277780,-1.777780,1.000000,-0.361675,0.378563,-0.341229,0.417359,-0.202931,0.367853,-0.274717,0.375654,-0.317517,0.306776
75,1.777780,-1.777780,1.000000,-0.458981,0.373627,-0.440299,0.411528,-0.285414,0.360272,-0.373654,0.373740,-0.403569,0.286254
76,2.666670,-2.277780,1.000000,-0.280676,0.249122,-0.264839,0.292713,-0.131203,0.246933,-0.195536,0.246449,-0.233433,0.210489
77,3.166670,-2.277780,1.000000,-0.180571,0.252823,-0.162814,0.295862,-0.043886,0.252139,-0.098025,0.248807,-0.148227,0.230834
78,3.166670,-1.777780,1.000000,-0.183921,0.386650,-0.162559,0.425437,-0.047220,0.379528,-0.099982,0.378230,-0.165194,0.342477
79,2.666670,-1.777780,1.000000,-0.283474,0.383117,-0.263226,0.420749,-0.134374,0.373086,-0.197134,0.376637,-0.249919,0.322575
80,3.555560,-2.277780,1.000000,-0.101371,0.255865,-0.083306,0.299378,0.028311,0.254902,-0.022442,0.250490,-0.082171,0.246427
81,4.055560,-2.277780,1.000000,0.000461,0.259863,0.020034,0.302921,0.120455,0.260797,0.072860,0.252230,0.001541,0.266283
82,4.055560,-1.777780,1.000000,-0.002491,0.395145,0.018730,0.432450,0.117484,0.392017,0.071479,0.380584,-0.015716,0.376876
83,3.555560,-1.777780,1.000000,-0.104238,0.391551,-0.083374,0.428204,0.025048,0.384816,-0.024053,0.379669,-0.098838,0.358067
84,4.444440,-2.277780,1.000000,0.081291,0.261923,0.100765,0.305113,0.196115,0.263517,0.146692,0.252993,0.066474,0.281333
85,4.944440,-2.277780,1.000000,0.184587,0.265816,0.204754,0.308770,0.293415,0.268774,0.239746,0.254704,0.148295,0.300611
86,4.944440,-1.777780,1.000000,0.182294,0.402419,0.201565,0.438016,0.290483,0.403291,0.238535,0.381677,0.130934,0.410034
87,4.444440,-1.777780,1.000000,0.078807,0.399347,0.098709,0.435044,0.193099,0.397438,0.145475,0.381589,0.049345,0.391827
88,5.333330,-2.277780,1.000000,0.265841,0.268317,0.285276,0.310452,0.372211,0.271220,0.311388,0.255427,0.211294,0.314888
89,5.833330,-2.277780,1.000000,0.370054,0.270820,0.389213,0.313058,0.474218,0.276771,0.401790,0.257076,0.291176,0.333351
90,5.833330,-1.777780,1.000000,0.368298,0.408349,0.384792,0.443123,0.471873,0.414342,0.400776,0.381909,0.273992,0.441563
91,5.333330,-1.777780,1.000000,0.263908,0.405858,0.281834,0.440933,0.369766,0.408817,0.310494,0.382286,0.194349,0.424059
92,6.222220,-2.277780,1.000000,0.451783,0.273143,0.469555,0.315246,0.556885,0.278979,0.471149,0.257527,0.352668,0.347233
93,6.722220,-2.277780,1.000000,0.556079,0.276167,0.572721,0.317612,0.662279,0.284185,0.558101,0.258826,0.429917,0.365009
94,6.722220,-1.777780,1.000000,0.554491,0.413541,0.566814,0.446614,0.660228,0.425882,0.557466,0.381209,0.412561,0.471503
95,6.222220,-1.777780,1.000000,0.450309,0.410966,0.464698,0.444817,0.554029,0.419545,0.470509,0.381975,0.335413,0.454691
96,0.000000,-3.166670,1.000000,-0.780806,-0.006794,-0.797639,0.037526,-0.549916,0.011133,-0.721682,-0.007739,-0.669469,-0.112734
97,0.500000,-3.166670,1.000000,-0.691059,-0.004828,-0.701602,0.041251,-0.478220,0.011663,-0.622114,-0.004426,-0.581677,-0.090315
98,0.500000,-2.666670,1.000000,-0.695659,0.124239,-0.697567,0.170638,-0.482249,0.128591,-0.625461,0.127741,-0.598429,0.025519
99,0.000000,-2.666670,1.000000,-0.785843,0.120210,-0.792179,0.166417,-0.554436,0.125053,-0.725178,0.124488,-0.686390,0.003823
100,0.888889,-3.166670,1.000000,-0.617739,-0.002098,-0.625730,0.043495,-0.416343,0.013103,-0.543861,-0.000556,-0.512790,-0.072567
101,1.388890,-3.166670,1.000000,-0.524252,0.000820,-0.526854,0.046872,-0.339754,0.014121,-0.444363,0.002818,-0.425677,-0.049948
102,1.388890,-2.666670,1.000000,-0.528523,0.131780,-0.523047,0.178696,-0.343389,0.135090,-0.447390,0.134311,-0.442649,0.064857
103,0.888889,-2.666670,1.000000,-0.621624,0.126578,-0.621355,0.174378,-0.420657,0.131053,-0.546688,0.131213,-0.529395,0.042411
104,1.777780,-3.166670,1.000000,-0.448547,0.002591,-0.448657,0.049892,-0.275050,0.016041,-0.366877,0.006024,-0.357039,-0.033020
105,2.277780,-3.166670,1.000000,-0.351977,0.005198,-0.347003,0.053090,-0.193095,0.017061,-0.268531,0.009904,-0.270737,-0.010722
106,2.277780,-2.666670,1.000000,-0.355387,0.137934,-0.344951,0.185832,-0.196291,0.141066,-0.270419,0.140690,-0.287496,0.103573
107,1.777780,-2.666670,1.000000,-0.452448,0.133989,-0.445825,0.181866,-0.278313,0.136916,-0.369296,0.136443,-0.374211,0.081702
108,2.666670,-3.166670,1.000000,-0.274641,0.008060,-0.267165,0.055646,-0.124519,0.018563,-0.191660,0.012223,-0.203080,0.006056
109,3.166670,-3.166670,1.000000,-0.175219,0.010536,-0.163766,0.058988,-0.037605,0.019475,-0.094712,0.016482,-0.117816,0.027707
110,3.166670,-2.666670,1.000000,-0.178528,0.144295,-0.163261,0.192558,-0.041033,0.146257,-0.096527,0.145074,-0.134832,0.141148
111,2.666670,-2.666670,1.000000,-0.277844,0.140880,-0.265995,0.188976,-0.127868,0.142971,-0.193611,0.142678,-0.220090,0.119944
112,3.555560,-3.166670,1.000000,-0.096130,0.012322,-0.082782,0.061067,0.034412,0.020210,-0.019566,0.018791,-0.051485,0.044412
113,4.055560,-3.166670,1.000000,0.004793,0.015250,0.022067,0.064210,0.125996,0.021316,0.075450,0.022055,0.032053,0.065790
114,4.055560,-2.666670,1.000000,0.002289,0.150375,0.020973,0.198744,0.123329,0.152189,0.074013,0.150042,0.014891,0.177296
115,3.555560,-2.666670,1.000000,-0.099127,0.147474,-0.082911,0.194993,0.031297,0.149623,-0.020939,0.147945,-0.068566,0.157318
116,4.444440,-3.166670,1.000000,0.085735,0.017370,0.103942,0.066684,0.201549,0.022199,0.149136,0.024835,0.097377,0.081830
117,4.944440,-3.166670,1.000000,0.188429,0.019518,0.209709,0.069417,0.298155,0.023685,0.241650,0.028077,0.179075,0.101998
118,4.944440,-2.666670,1.000000,0.186313,0.156310,0.206734,0.203894,0.296004,0.158584,0.240631,0.153950,0.161654,0.213487
119,4.444440,-2.666670,1.000000,0.083170,0.152629,0.102284,0.201209,0.198958,0.155104,0.147880,0.151937,0.079947,0.192824
120,5.333330,-3.166670,1.000000,0.269452,0.020967,0.291397,0.071129,0.377142,0.024625,0.312853,0.029817,0.242264,0.117629
121,5.833330,-3.166670,1.000000,0.372889,0.024097,0.397091,0.074098,0.478458,0.025977,0.402740,0.033473,0.321744,0.137944
122,5.833330,-2.666670,1.000000,0.371749,0.160645,0.392924,0.208650,0.476552,0.162918,0.402343,0.157595,0.304810,0.247048
123,5.333330,-2.666670,1.000000,0.267988,0.158483,0.288422,0.206403,0.374985,0.160272,0.312194,0.155903,0.224828,0.227938
124,6.222220,-3.166670,1.000000,0.454760,0.025740,0.478952,0.076049,0.560561,0.026545,0.472055,0.035134,0.383359,0.152533
125,6.722220,-3.166670,1.000000,0.558227,0.028000,0.583368,0.078563,0.665670,0.027693,0.558421,0.037923,0.460372,0.172643
126,6.722220,-2.666670,1.000000,0.557541,0.165243,0.577911,0.212317,0.664438,0.167918,0.558374,0.159945,0.443658,0.279403
127,6.222220,-2.666670,1.000000,0.453278,0.162551,0.474048,0.210340,0.558838,0.165958,0.471622,0.159062,0.366473,0.261342
128,0.000000,-4.055560,1.000000,-0.771909,-0.236154,-0.806066,-0.198520,-0.541812,-0.197351,-0.714218,-0.243714,-0.638890,-0.321765
129,0.500000,-4.055560,1.000000,-0.682579,-0.235450,-0.709458,-0.197393,-0.469786,-0.199406,-0.614975,-0.239298,-0.551084,-0.299056
130,0.500000,-3.555560,1.000000,-0.687192,-0.107887,-0.704925,-0.063403,-0.474560,-0.083851,-0.619148,-0.108337,-0.568029,-0.182145
131,0.000000,-3.555560,1.000000,-0.776761,-0.110801,-0.801461,-0.066916,-0.545947,-0.084849,-0.718282,-0.113713,-0.656178,-0.206081
132,0.888889,-4.055560,1.000000,-0.609111,-0.234394,-0.632082,-0.195728,-0.408750,-0.200776,-0.537357,-0.235400,-0.482113,-0.280490
133,1.388890,-4.055560,1.000000,-0.516597,-0.233513,-0.532205,-0.193755,-0.332058,-0.203969,-0.438652,-0.230980,-0.394656,-0.257517
134,1.388890,-3.555560,1.000000,-0.520764,-0.104707,-0.528827,-0.058263,-0.336210,-0.084136,-0.442021,-0.100699,-0.412015,-0.141833
135,0.888889,-3.555560,1.000000,-0.614039,-0.107311,-0.628663,-0.060904,-0.412653,-0.084627,-0.540807,-0.106100,-0.499041,-0.165263
136,1.777780,-4.055560,1.000000,-0.441569,-0.232600,-0.453010,-0.191906,-0.267250,-0.204639,-0.361618,-0.227130,-0.326309,-0.239545
137,2.277780,-4.055560,1.000000,-0.345670,-0.231604,-0.350345,-0.189870,-0.186128,-0.206350,-0.264064,-0.222653,-0.240127,-0.216711
138,2.277780,-3.555560,1.000000,-0.348980,-0.100763,-0.348494,-0.053347,-0.189935,-0.084241,-0.266194,-0.093475,-0.257054,-0.101820
139,1.777780,-3.555560,1.000000,-0.445124,-0.102552,-0.450361,-0.056445,-0.271565,-0.084394,-0.364223,-0.098258,-0.343512,-0.124692
140,2.666670,-4.055560,1.000000,-0.268267,-0.230503,-0.269238,-0.188519,-0.117485,-0.207643,-0.187524,-0.218631,-0.172353,-0.198934
141,3.166670,-4.055560,1.000000,-0.169862,-0.229894,-0.164445,-0.185886,-0.031481,-0.210601,-0.091395,-0.214097,-0.087199,-0.176004
142,3.166670,-3.555560,1.000000,-0.172823,-0.097361,-0.163924,-0.048659,-0.034827,-0.085194,-0.093147,-0.086634,-0.104055,-0.063770
143,2.666670,-3.555560,1.000000,-0.271755,-0.099442,-0.267694,-0.051247,-0.121521,-0.084821,-0.189762,-0.090552,-0.189322,-0.085144
144,3.555560,-4.055560,1.000000,-0.090938,-0.228403,-0.082077,-0.184152,0.040227,-0.212612,-0.016433,-0.210304,-0.021001,-0.158427
